File Name,brakes_DATA_MAX_TORQUE,brakes_DATA_FRONT_SHARE,drivetrain_DIFFERENTIAL_POWER,drivetrain_DIFFERENTIAL_COAST,drivetrain_DIFFERENTIAL_PRELOAD,suspensions_BASIC_WHEELBASE,suspensions_BASIC_CG_LOCATION,suspensions_ARB_FRONT,suspensions_ARB_REAR,suspensions_FRONT_TRACK,suspensions_FRONT_ROD_LENGTH,suspensions_FRONT_TOE_OUT,suspensions_FRONT_STATIC_CAMBER,suspensions_FRONT_SPRING_RATE,suspensions_FRONT_BUMP_STOP_RATE,suspensions_FRONT_PACKER_RANGE,suspensions_FRONT_DAMP_BUMP,suspensions_FRONT_DAMP_FAST_BUMP,suspensions_FRONT_DAMP_REBOUND,suspensions_FRONT_DAMP_FAST_REBOUND,suspensions_REAR_TRACK,suspensions_REAR_ROD_LENGTH,suspensions_REAR_TOE_OUT,suspensions_REAR_STATIC_CAMBER,suspensions_REAR_SPRING_RATE,suspensions_REAR_BUMP_STOP_RATE,suspensions_REAR_PACKER_RANGE,suspensions_REAR_DAMP_BUMP,suspensions_REAR_DAMP_FAST_BUMP,suspensions_REAR_DAMP_REBOUND,suspensions_REAR_DAMP_FAST_REBOUND,tyres_FRONT_PRESSURE_STATIC,tyres_REAR_PRESSURE_STATIC,Fastest Lap
input2_07.csv,404.58805,0.75162,0.21256,0.07759,18.80768,1.58944,0.53279,32748.5488,65548.18589,1.07284,0.01029,0.00192,-1.66186,21849.57038,167397.36095,0.07936,1722.99802,2938.6766,1865.94156,971.73911,1.21952,0.00607,-0.00124,0.17036,37026.63708,77489.68222,0.11842,1088.58982,743.46073,3634.67541,2305.74462,16.73223,13.23161,40841
input2_08.csv,461.67141,0.77293,0.18804,0.13361,8.09777,1.60096,0.55523,55124.7662,35996.12435,1.00256,0.02204,0.00086,0.30383,40404.39328,188120.05307,0.11733,1071.54511,1485.59174,3766.94158,2263.85587,1.26994,0.0185,0.00085,-2.53584,64239.73199,116536.26778,0.09178,1083.37799,1628.80036,1581.50143,3092.37689,8.12552,8.76294,41400
input2_09.csv,597.18757,0.7475,0.56608,0.25316,9.78658,1.89218,0.47658,2888.93588,88446.58263,1.15394,0.02415,0.00125,-1.27085,22723.97022,159907.52197,0.10465,2939.29811,3301.09687,2874.42982,1486.12702,1.27296,0.02432,0.00299,-2.67156,49837.96285,190045.03644,0.09085,3562.34219,525.58041,4190.01873,1111.94006,9.13666,15.72955,41863
input2_10.csv,404.67296,0.68533,0.36535,0.12652,23.13682,1.6569,0.56981,54928.21506,99241.02041,1.2873,0.00505,-0.00038,-1.64296,40363.30104,155314.72826,0.0409,1944.38342,2723.52239,2554.83572,3375.39087,1.23558,0.00536,0.00073,-2.59556,37483.25602,64155.59613,0.07298,3999.25314,3363.71093,1933.52925,2256.09291,10.01387,19.44935,39897
input2_11.csv,449.48395,0.59108,0.89461,0.47134,8.33351,1.78048,0.41827,62524.89731,85240.55424,1.3524,0.01905,0.0,-1.60043,33465.06187,124519.51094,0.07546,1966.28313,2112.10827,3207.21805,2822.05894,1.23744,0.02641,0.0014,0.28219,57431.43406,168890.24185,0.09539,1212.32081,1516.47131,1772.84342,2039.67283,13.6988,11.02066,40191
input2_12.csv,725.81183,0.56957,0.53081,0.6858,7.24723,1.84623,0.41815,34452.99415,92439.81635,1.35282,0.02041,0.00071,0.08194,29613.46703,100059.00859,0.06872,1672.38053,3303.86797,3664.0234,3218.76025,1.20891,0.00696,-0.00099,-1.47932,38636.11262,94056.40088,0.07515,2583.50263,3102.91744,3977.31132,2347.41942,16.95919,17.08256,40069
input2_13.csv,680.69337,0.78801,0.19406,0.2589,1.33104,1.71315,0.35238,8856.77425,149351.40601,1.18183,0.00264,0.00142,-2.28133,36263.17917,95362.57085,0.04975,1918.19162,3114.32861,2371.93386,1298.99798,1.01458,0.00093,-0.00043,-2.26245,34178.21079,199431.50545,0.09631,2354.17467,527.08445,2954.1366,2111.87676,15.18241,16.39999,41284
input2_14.csv,734.50923,0.50567,0.13714,0.7292,20.64774,1.75545,0.41828,98292.74303,65041.92753,1.29457,0.00074,0.00323,-2.74706,23279.61798,51065.38838,0.04241,2386.92546,2197.83658,3444.0874,2640.99496,1.19641,0.01522,0.00392,-0.0857,47267.9084,138973.85153,0.08512,2947.84794,3159.16189,3485.33395,689.02856,17.08241,8.13701,46205
input2_15.csv,697.26959,0.60519,0.3265,0.5255,9.88814,1.60477,0.56138,21869.11706,139349.13614,1.20658,0.01258,0.00245,-2.69161,27011.40209,51560.09302,0.04927,2271.28817,1316.04557,1936.00338,875.5794,1.19863,0.00244,0.00017,-2.80782,31442.48092,58423.02188,0.04692,3659.06404,3023.51199,2149.58624,656.13602,8.8364,16.98833,41522
input2_16.csv,484.11449,0.84127,0.07049,0.83219,4.55439,1.56581,0.48777,56868.15645,33555.97081,1.26171,0.01683,-0.00031,0.28929,29982.04514,161805.1892,0.10005,1825.33932,2762.72136,1810.99733,3027.95992,1.22241,0.01432,0.00104,-1.95986,54257.9394,195690.62999,0.11889,3980.61208,1807.3525,3278.20074,2861.04179,11.35026,7.15806,39791
input2_17.csv,650.9829,0.6309,0.77704,0.69602,14.30379,1.82306,0.50146,41622.17863,31878.18447,1.3261,0.00137,0.00245,-2.89131,31614.89913,72108.36973,0.0614,1864.07985,1564.98359,1883.9747,1953.46821,1.15922,0.00454,0.00017,-2.22888,25167.26719,62062.23536,0.07875,2909.68649,2980.08229,3487.05053,1646.025,16.15599,12.40084,41682
input2_18.csv,762.31654,0.5539,0.34413,0.37812,6.35904,1.59324,0.41527,76476.69461,41010.89235,1.09709,0.0284,0.00232,-1.66621,20375.94658,86599.93646,0.10735,1701.69916,1180.6038,2378.22013,537.97335,1.3812,0.02175,-0.00106,-0.66515,42653.2948,88353.26466,0.07874,3260.63048,2650.95042,2844.19769,1610.26507,14.88057,18.07541,40588
input2_19.csv,432.06843,0.70837,0.3226,0.90718,21.09402,1.71136,0.38936,35578.4807,70880.85946,1.13445,0.02936,0.00335,-2.3984,34705.1649,181863.99096,0.09258,3160.03791,3158.9101,2597.61163,3014.55689,1.2243,0.0288,0.00054,-0.51853,28889.64087,122015.8477,0.0685,1777.48636,1685.92231,2195.93725,2952.25338,10.45806,9.02891,43802
input2_20.csv,792.95311,0.71992,0.47965,0.91846,1.69815,1.85158,0.5656,37139.24167,61384.01034,1.3163,0.00028,-0.00027,-1.74287,39527.91634,136814.26576,0.0618,1406.21296,905.10669,2845.4325,2111.31737,1.13239,0.00472,-0.00074,-2.30971,32906.88327,179892.72234,0.10188,2260.05386,2624.54919,2260.30078,3473.82811,9.58087,19.69421,39739
input2_21.csv,506.17333,0.70343,0.4292,0.81549,1.89899,1.71182,0.48541,123199.88134,114999.93222,1.30021,0.00525,0.00241,-2.69562,31241.94998,169978.29077,0.05059,2642.06661,894.55528,3022.03413,3270.01802,1.39144,0.02168,-0.00028,-1.09215,64425.32924,184661.25296,0.10588,3043.49391,3384.45013,4274.70867,2746.97312,17.89771,8.24381,41404
input2_22.csv,548.65149,0.78008,0.59939,0.71728,4.01328,1.55709,0.47309,41067.14445,149916.24946,1.25946,0.026,0.00358,-1.69993,42282.54719,92692.41752,0.09646,1373.85098,2244.44583,1886.38105,2363.63166,1.30518,0.01912,-0.0015,0.03044,24411.0831,196851.62833,0.04527,2471.58548,526.71588,4410.40304,1205.86404,12.0427,6.21082,47012
input2_23.csv,747.10214,0.54059,0.81374,0.76765,23.93309,1.78919,0.44313,63960.03266,42089.2595,1.04784,0.00819,-0.00052,-2.25263,36843.89156,190365.5004,0.09848,3459.73274,1330.54508,3390.31466,2481.59019,1.33054,0.00347,0.00195,-1.38983,46101.47134,97334.35611,0.11343,3291.32524,1261.911,4101.7648,2926.57179,7.58017,15.57597,41040
input2_24.csv,469.76766,0.60059,0.68176,0.68551,5.07898,1.83282,0.57426,28553.79245,73324.91316,1.07069,0.02421,0.00076,0.0882,28982.33177,148949.19789,0.04852,1413.26715,2794.453,2256.07479,1814.37664,1.03698,0.00397,-0.00048,-0.20239,59369.2292,178725.92006,0.10414,1314.70925,2362.81597,3093.43455,3441.95272,8.46643,16.94134,40762
input2_25.csv,593.97894,0.53671,0.19168,0.57824,5.1364,1.64448,0.37203,59958.02781,122619.79812,1.36135,0.01611,0.00184,-1.35361,27518.84221,108935.79353,0.06842,1270.1265,3187.50235,3773.94707,613.70753,1.20405,0.00022,0.00081,-2.7825,56806.69369,91781.24086,0.11991,2740.80924,553.62396,2495.47733,688.95299,6.82856,14.24009,40982
input2_26.csv,622.02673,0.66433,0.00041,0.01687,5.98465,1.74725,0.36229,53906.9138,94381.69051,1.2878,0.00879,-0.00141,-2.2021,26138.75426,52721.13404,0.08091,1846.48707,2452.14557,3786.17673,2117.05697,1.03755,0.0174,0.00357,-0.09956,22420.13268,123066.49656,0.04604,2933.64366,1875.48785,2296.88099,2315.01921,16.64964,14.75932,41944
input2_27.csv,686.25633,0.77074,0.64328,0.81491,23.59898,1.53668,0.55502,59799.58865,126133.00747,1.28856,0.00986,-0.00012,-0.226,44029.63661,144369.08834,0.10336,2889.13102,3143.4954,3478.22032,916.94084,1.01341,0.0124,0.00258,-2.45888,30543.75039,78205.06848,0.11364,2886.21322,2716.41863,3771.00374,2033.4188,18.71961,18.18291,40600
input2_28.csv,732.99287,0.59125,0.31884,0.08745,15.46302,1.76921,0.40938,149729.2848,106221.99738,1.31206,0.00521,0.00393,-0.52913,26634.96632,55528.80335,0.11917,1733.21631,2975.24695,2951.24533,3174.36387,1.08771,0.0188,0.00125,-1.84076,39138.0797,99094.77232,0.11389,1548.18475,1139.90935,2192.13562,1535.29725,10.04637,11.53837,42672
input2_29.csv,404.42352,0.79661,0.03216,0.98718,11.88194,1.53666,0.35926,33164.51917,82222.49951,1.02923,0.00934,0.00187,-1.47477,25618.61268,80022.56836,0.08708,1106.60763,669.39464,2880.18688,1569.3793,1.20082,0.02787,0.00198,-2.95459,49572.1611,185321.17931,0.04732,2724.23921,1405.26667,2039.76508,633.0731,11.28374,15.85567,41222
input2_30.csv,622.59855,0.74259,0.18121,0.38731,11.27268,1.74528,0.45891,58986.74249,138254.93708,1.34868,0.01975,0.00339,0.47632,25671.53137,152332.04225,0.09358,2259.17322,961.43222,2603.14681,3108.91312,1.24846,0.01455,0.00179,-2.10185,64460.62646,139018.76963,0.06611,2243.25365,623.18994,1818.47609,2244.12883,7.88934,19.58432,41763
input2_31.csv,524.12007,0.63209,0.68718,0.99766,17.96383,1.82385,0.40712,120722.11997,36860.67928,1.31854,0.02555,0.00335,-1.61789,30567.37562,79861.79623,0.09987,3169.61871,1175.06066,2636.28222,1892.9849,1.09591,0.0247,0.00337,-1.63221,63581.96498,190527.47323,0.05292,3897.79665,2632.18983,2908.65391,3264.54554,9.10736,13.7942,43667
input2_32.csv,698.93018,0.76863,0.36602,0.212,2.3838,1.61676,0.42474,7207.19228,40821.02577,1.01292,0.02469,-0.00052,-2.43616,28370.38402,185702.01766,0.06119,1486.71376,1701.65839,3953.3514,3452.84685,1.10993,0.02165,0.00217,-2.13237,22653.89059,67859.44708,0.08808,1499.05128,855.39614,3698.60581,3208.28739,11.18156,11.01071,41190
input2_33.csv,699.75755,0.82484,0.31064,0.29646,20.03754,1.55717,0.56989,25192.29811,78546.3954,1.31908,0.01687,0.00016,-2.50393,38343.21579,114237.14951,0.11571,3440.29475,2200.39135,2341.38334,1521.9332,1.19577,0.01387,0.00396,0.12385,36015.04485,51969.60241,0.05543,1957.7279,2328.1112,2748.06448,3010.35759,12.79409,15.44194,40959
input2_34.csv,688.05061,0.74789,0.69746,0.10962,6.04157,1.59279,0.36998,23877.6812,2931.3103,1.26087,0.02377,0.00107,-0.63105,41781.8599,174061.72492,0.083,2691.81598,2052.07936,1835.40394,873.94599,1.32489,0.00984,-0.00133,-1.76629,64125.60007,162304.20324,0.08128,2003.28508,1920.14854,3276.65708,3436.29572,6.77811,17.39625,41197
input2_35.csv,647.07718,0.73874,0.79028,0.71476,10.57096,1.54886,0.58662,118494.1884,29255.5684,1.1131,0.00524,-0.00038,-0.62833,37874.16807,66809.08274,0.09837,2109.76176,1135.48096,3220.74203,2988.85629,1.20516,0.02073,-0.00036,-1.37595,50892.25214,117661.88052,0.10753,1928.21296,3284.54221,2735.14151,2342.41555,12.68779,19.01133,39968
input2_36.csv,537.8382,0.55979,0.61792,0.63076,18.33976,1.65384,0.5328,128138.01588,88037.87544,1.07087,0.01453,-0.00019,-2.56112,30788.95876,186243.41792,0.06236,1076.13194,883.01528,3264.31824,3419.79389,1.31362,0.00558,0.00294,0.1115,27124.98655,77258.15351,0.07734,1146.32934,1149.20761,1838.64977,578.64364,18.34174,16.51761,40671
input2_37.csv,659.32858,0.56206,0.31126,0.56811,20.94061,1.86706,0.35269,79472.93386,130832.20295,1.1926,0.02445,-0.00083,-0.2269,22304.49167,73876.11172,0.0718,3236.78179,2564.5949,3350.01448,2201.90871,1.32654,0.00882,0.00277,-0.60055,48835.12118,152198.1646,0.09055,3024.16155,2890.0018,1698.91362,3358.49657,16.98283,7.1312,40476
input2_38.csv,786.63624,0.50937,0.15286,0.58511,1.04687,1.59998,0.56692,59251.37586,95343.75804,1.18378,0.02085,-0.00063,-2.81278,30967.60822,198206.99193,0.06984,1855.86685,1054.01887,1629.14167,3068.16523,1.11974,0.01145,0.00349,-1.30431,57054.28251,185623.87566,0.08829,3499.24583,2271.8753,2978.37557,3418.85189,14.28224,10.69406,40861
input2_39.csv,665.90385,0.77296,0.25401,0.36639,8.57931,1.5884,0.56829,66482.79449,94444.24917,1.00605,0.00216,0.00384,-0.04776,23538.6463,75651.94299,0.04812,2601.9959,1852.50802,3287.35956,1885.45832,1.08011,0.02043,0.0017,-1.26305,29285.57839,134749.33393,0.1099,2440.21445,797.32583,1670.01267,2622.91318,18.07417,16.76262,46189
input2_40.csv,476.93866,0.62553,0.13423,0.23386,7.2893,1.76906,0.50934,38546.06474,137331.82539,1.16833,0.00282,-0.00148,-2.97068,26540.61555,67634.98438,0.07029,2950.26513,2582.97329,2794.63032,3467.76772,1.29309,0.01848,0.0013,-1.25344,47851.42964,86372.07897,0.05037,3178.50971,1304.24832,1517.87488,1629.01767,8.88133,15.63273,40645
input2_41.csv,584.30306,0.62299,0.59812,0.2035,9.31466,1.702,0.43102,147372.68971,95120.98908,1.29405,0.01885,0.00392,-0.00571,27295.52946,97403.7058,0.06244,1801.32362,2373.17428,1721.14482,2772.76413,1.33264,0.00377,0.00051,-1.31706,60998.97252,161496.07305,0.04228,2630.01171,3285.23922,2698.66745,944.38617,18.33393,16.79474,47604
input2_42.csv,664.72408,0.71716,0.95169,0.93199,20.91914,1.74352,0.38805,71364.63034,63392.96008,1.3281,0.00509,-0.00123,-1.72612,34363.67389,92985.66683,0.05037,3194.51241,1837.58324,2072.03356,2657.34123,1.02103,0.02789,0.0027,-0.08182,46112.24703,136605.05542,0.07908,3545.33593,1737.22807,4494.07068,2230.10272,8.06346,16.59406,42120
input2_43.csv,652.3396,0.81654,0.17696,0.46405,7.58241,1.6638,0.44064,130606.71765,110810.78819,1.03664,0.00936,0.00261,-0.71036,36413.58705,161329.93763,0.11859,1002.84577,2831.12254,2361.60078,1091.21857,1.30846,0.01938,0.00266,-0.69287,62802.07856,176303.27821,0.11874,3640.86617,844.36473,2407.90098,2396.66538,13.91595,16.85744,41301
input2_44.csv,570.41193,0.53926,0.38168,0.87826,0.14405,1.82044,0.44016,142323.52821,69335.66446,1.39628,0.00108,0.00167,-1.43762,36393.26002,96764.55405,0.04375,2825.13619,3464.70294,2592.51694,954.12952,1.10984,0.02115,0.00081,0.31632,42398.39585,99206.65663,0.04473,1271.98913,1296.14739,1922.9405,2077.05499,18.57315,18.92353,40916
input2_45.csv,491.61053,0.57692,0.52083,0.99175,12.48282,1.60261,0.52369,133504.94282,137616.44266,1.15462,0.01946,1e-05,-2.99928,43482.3008,173900.75974,0.05774,3446.1543,3359.99181,3969.41599,2610.50598,1.25589,0.02447,0.00336,-2.09776,33169.87164,156021.70976,0.05623,3917.6632,3258.68822,1548.96147,1654.65277,19.67627,8.96583,40625
input2_46.csv,734.22773,0.73039,0.39342,0.9557,19.78418,1.56621,0.39609,30082.51727,61527.37125,1.39359,0.02088,0.00212,-0.73928,33864.03452,60942.65312,0.07268,2125.43182,3187.8054,2204.87776,2071.56655,1.14699,0.01847,0.00022,0.2182,42989.81891,188560.92372,0.04105,3472.79464,1710.34267,3404.45812,2501.80886,19.10862,18.65337,41468
input2_47.csv,648.49328,0.81348,0.50404,0.73443,12.92232,1.89008,0.51677,119933.89612,68898.83723,1.02367,0.01057,0.00387,-2.67515,27455.0199,59610.8383,0.05986,2874.6623,726.90354,2925.21018,2842.07741,1.39686,0.01175,0.00203,-2.01537,58930.4271,83705.55188,0.05615,1566.5759,2013.29308,3901.26197,3158.40597,16.51876,6.28915,52692
input2_48.csv,770.81856,0.54533,0.22195,0.7542,8.60383,1.70042,0.5089,31760.20838,122923.21036,1.23135,0.02597,0.0031,-0.51418,28340.99878,89495.14521,0.10015,2206.31965,1836.4675,3455.50471,889.67717,1.3379,0.01858,0.00039,-1.59307,63145.8632,114441.43382,0.10182,1559.58971,3401.91656,4279.71677,813.80657,8.38538,6.97863,41973
input2_49.csv,752.55748,0.80196,0.74217,0.88911,7.46477,1.87568,0.36596,63978.27746,114278.47275,1.14035,0.01975,0.00163,-2.78704,37429.04196,162590.42309,0.11774,3378.42812,2869.86734,1507.97539,2435.92652,1.03393,0.01926,0.00091,0.09435,59647.04996,54564.35686,0.11328,3444.46193,660.39702,4368.23644,1497.97695,16.47489,9.79383,41562
input2_50.csv,666.36269,0.76315,0.58579,0.42714,10.13462,1.57249,0.46477,77100.43484,120185.73177,1.1521,0.00504,0.00361,-1.9852,28377.41471,144604.4379,0.08516,1972.46135,2098.73586,2290.78352,3337.92665,1.24194,0.00541,0.00365,-1.61895,55360.22156,70589.12132,0.08101,3402.35898,602.93357,3530.31009,2314.02937,6.31958,17.23205,44468
