parameter,value
brakes_DATA_MAX_TORQUE,524.12007
brakes_DATA_FRONT_SHARE,0.63209
drivetrain_DIFFERENTIAL_POWER,0.68718
drivetrain_DIFFERENTIAL_COAST,0.99766
drivetrain_DIFFERENTIAL_PRELOAD,17.96383
suspensions_BASIC_WHEELBASE,1.82385
suspensions_BASIC_CG_LOCATION,0.40712
suspensions_ARB_FRONT,120722.11997
suspensions_ARB_REAR,36860.67928
suspensions_FRONT_TRACK,1.31854
suspensions_FRONT_ROD_LENGTH,0.02555
suspensions_FRONT_TOE_OUT,0.00335
suspensions_FRONT_STATIC_CAMBER,-1.61789
suspensions_FRONT_SPRING_RATE,30567.37562
suspensions_FRONT_BUMP_STOP_RATE,79861.79623
suspensions_FRONT_PACKER_RANGE,0.09987
suspensions_FRONT_DAMP_BUMP,3169.61871
suspensions_FRONT_DAMP_FAST_BUMP,1175.06066
suspensions_FRONT_DAMP_REBOUND,2636.28222
suspensions_FRONT_DAMP_FAST_REBOUND,1892.9849
suspensions_REAR_TRACK,1.09591
suspensions_REAR_ROD_LENGTH,0.0247
suspensions_REAR_TOE_OUT,0.00337
suspensions_REAR_STATIC_CAMBER,-1.63221
suspensions_REAR_SPRING_RATE,63581.96498
suspensions_REAR_BUMP_STOP_RATE,190527.47323
suspensions_REAR_PACKER_RANGE,0.05292
suspensions_REAR_DAMP_BUMP,3897.79665
suspensions_REAR_DAMP_FAST_BUMP,2632.18983
suspensions_REAR_DAMP_REBOUND,2908.65391
suspensions_REAR_DAMP_FAST_REBOUND,3264.54554
tyres_FRONT_PRESSURE_STATIC,9.10736
tyres_REAR_PRESSURE_STATIC,13.7942
