parameter,value
brakes_DATA_MAX_TORQUE,404.58805
brakes_DATA_FRONT_SHARE,0.75162
drivetrain_DIFFERENTIAL_POWER,0.21256
drivetrain_DIFFERENTIAL_COAST,0.07759
drivetrain_DIFFERENTIAL_PRELOAD,18.80768
suspensions_BASIC_WHEELBASE,1.58944
suspensions_BASIC_CG_LOCATION,0.53279
suspensions_ARB_FRONT,32748.5488
suspensions_ARB_REAR,65548.18589
suspensions_FRONT_TRACK,1.07284
suspensions_FRONT_ROD_LENGTH,0.01029
suspensions_FRONT_TOE_OUT,0.00192
suspensions_FRONT_STATIC_CAMBER,-1.66186
suspensions_FRONT_SPRING_RATE,21849.57038
suspensions_FRONT_BUMP_STOP_RATE,167397.36095
suspensions_FRONT_PACKER_RANGE,0.07936
suspensions_FRONT_DAMP_BUMP,1722.99802
suspensions_FRONT_DAMP_FAST_BUMP,2938.6766
suspensions_FRONT_DAMP_REBOUND,1865.94156
suspensions_FRONT_DAMP_FAST_REBOUND,971.73911
suspensions_REAR_TRACK,1.21952
suspensions_REAR_ROD_LENGTH,0.00607
suspensions_REAR_TOE_OUT,-0.00124
suspensions_REAR_STATIC_CAMBER,0.17036
suspensions_REAR_SPRING_RATE,37026.63708
suspensions_REAR_BUMP_STOP_RATE,77489.68222
suspensions_REAR_PACKER_RANGE,0.11842
suspensions_REAR_DAMP_BUMP,1088.58982
suspensions_REAR_DAMP_FAST_BUMP,743.46073
suspensions_REAR_DAMP_REBOUND,3634.67541
suspensions_REAR_DAMP_FAST_REBOUND,2305.74462
tyres_FRONT_PRESSURE_STATIC,16.73223
tyres_REAR_PRESSURE_STATIC,13.23161
