parameter,value
brakes_DATA_MAX_TORQUE,622.02673
brakes_DATA_FRONT_SHARE,0.66433
drivetrain_DIFFERENTIAL_POWER,0.00041
drivetrain_DIFFERENTIAL_COAST,0.01687
drivetrain_DIFFERENTIAL_PRELOAD,5.98465
suspensions_BASIC_WHEELBASE,1.74725
suspensions_BASIC_CG_LOCATION,0.36229
suspensions_ARB_FRONT,53906.9138
suspensions_ARB_REAR,94381.69051
suspensions_FRONT_TRACK,1.2878
suspensions_FRONT_ROD_LENGTH,0.00879
suspensions_FRONT_TOE_OUT,-0.00141
suspensions_FRONT_STATIC_CAMBER,-2.2021
suspensions_FRONT_SPRING_RATE,26138.75426
suspensions_FRONT_BUMP_STOP_RATE,52721.13404
suspensions_FRONT_PACKER_RANGE,0.08091
suspensions_FRONT_DAMP_BUMP,1846.48707
suspensions_FRONT_DAMP_FAST_BUMP,2452.14557
suspensions_FRONT_DAMP_REBOUND,3786.17673
suspensions_FRONT_DAMP_FAST_REBOUND,2117.05697
suspensions_REAR_TRACK,1.03755
suspensions_REAR_ROD_LENGTH,0.0174
suspensions_REAR_TOE_OUT,0.00357
suspensions_REAR_STATIC_CAMBER,-0.09956
suspensions_REAR_SPRING_RATE,22420.13268
suspensions_REAR_BUMP_STOP_RATE,123066.49656
suspensions_REAR_PACKER_RANGE,0.04604
suspensions_REAR_DAMP_BUMP,2933.64366
suspensions_REAR_DAMP_FAST_BUMP,1875.48785
suspensions_REAR_DAMP_REBOUND,2296.88099
suspensions_REAR_DAMP_FAST_REBOUND,2315.01921
tyres_FRONT_PRESSURE_STATIC,16.64964
tyres_REAR_PRESSURE_STATIC,14.75932
