parameter,value
brakes_DATA_MAX_TORQUE,506.17333
brakes_DATA_FRONT_SHARE,0.70343
drivetrain_DIFFERENTIAL_POWER,0.4292
drivetrain_DIFFERENTIAL_COAST,0.81549
drivetrain_DIFFERENTIAL_PRELOAD,1.89899
suspensions_BASIC_WHEELBASE,1.71182
suspensions_BASIC_CG_LOCATION,0.48541
suspensions_ARB_FRONT,123199.88134
suspensions_ARB_REAR,114999.93222
suspensions_FRONT_TRACK,1.30021
suspensions_FRONT_ROD_LENGTH,0.00525
suspensions_FRONT_TOE_OUT,0.00241
suspensions_FRONT_STATIC_CAMBER,-2.69562
suspensions_FRONT_SPRING_RATE,31241.94998
suspensions_FRONT_BUMP_STOP_RATE,169978.29077
suspensions_FRONT_PACKER_RANGE,0.05059
suspensions_FRONT_DAMP_BUMP,2642.06661
suspensions_FRONT_DAMP_FAST_BUMP,894.55528
suspensions_FRONT_DAMP_REBOUND,3022.03413
suspensions_FRONT_DAMP_FAST_REBOUND,3270.01802
suspensions_REAR_TRACK,1.39144
suspensions_REAR_ROD_LENGTH,0.02168
suspensions_REAR_TOE_OUT,-0.00028
suspensions_REAR_STATIC_CAMBER,-1.09215
suspensions_REAR_SPRING_RATE,64425.32924
suspensions_REAR_BUMP_STOP_RATE,184661.25296
suspensions_REAR_PACKER_RANGE,0.10588
suspensions_REAR_DAMP_BUMP,3043.49391
suspensions_REAR_DAMP_FAST_BUMP,3384.45013
suspensions_REAR_DAMP_REBOUND,4274.70867
suspensions_REAR_DAMP_FAST_REBOUND,2746.97312
tyres_FRONT_PRESSURE_STATIC,17.89771
tyres_REAR_PRESSURE_STATIC,8.24381
