,WorldPosition_X,WorldPosition_Z
665,-39.46097183,-13.08772373
666,-39.7263298,-13.39044094
667,-39.99373627,-13.69296265
668,-40.26286697,-13.99560356
669,-40.5333252,-14.29870319
670,-40.8049469,-14.60238075
671,-41.11192322,-14.94483566
672,-41.38606262,-15.24992657
673,-41.66136932,-15.55573368
674,-41.93771744,-15.86233425
675,-42.21496201,-16.1699276
676,-42.49295807,-16.47866058
677,-42.7716217,-16.78864098
678,-43.05086899,-17.09995079
679,-43.33062744,-17.4125824
680,-43.61096573,-17.72654343
681,-43.89201736,-18.04158211
682,-44.17378616,-18.35773659
683,-44.42082596,-18.63523865
684,-44.73874283,-18.99333572
685,-44.98587036,-19.27275848
686,-45.2676506,-19.59326744
687,-45.54859543,-19.91534615
688,-45.82899857,-20.2388134
689,-46.10985947,-20.5645256
690,-46.3559494,-20.85305214
691,-46.63497925,-21.18666458
692,-46.91146088,-21.5246048
693,-47.1859436,-21.86631966
694,-47.45940781,-22.21091461
695,-47.7326088,-22.55765533
696,-48.00580597,-22.90617561
697,-48.27882767,-23.25650597
698,-48.55085373,-23.60896873
699,-48.82115555,-23.96347046
700,-49.08987427,-24.3197422
701,-49.35713577,-24.67793083
702,-49.59091949,-24.9938488
703,-49.89217377,-25.40202141
704,-50.12676239,-25.72076797
705,-50.42809677,-26.13274384
706,-50.66174698,-26.4552021
707,-50.92755127,-26.8261795
708,-51.19190216,-27.19980621
709,-51.45511627,-27.57577324
710,-51.71758652,-27.9536438
711,-51.97926331,-28.33338928
712,-52.20735931,-28.66747284
713,-52.46643066,-29.05183792
714,-52.72305679,-29.43932915
715,-52.97712708,-29.83015251
716,-53.22879028,-30.22411156
717,-53.47816849,-30.62108612
718,-53.72559357,-31.0208416
719,-53.97132874,-31.42314529
720,-54.21545792,-31.82784843
721,-54.45803452,-32.2348938
722,-54.69949722,-32.64408875
723,-54.94019699,-33.05528259
724,-55.1800499,-33.46848297
725,-55.41882324,-33.88381577
726,-55.62664413,-34.24909973
727,-55.86262512,-34.66882324
728,-56.09659576,-35.09111404
729,-56.32848358,-35.51596069
730,-56.52986526,-35.88969803
731,-56.7585907,-36.31893158
732,-56.98599243,-36.75026703
733,-57.2119751,-37.18375397
734,-57.40847397,-37.56486511
735,-57.63150787,-38.00255203
736,-57.85286713,-38.44253159
737,-58.07249069,-38.8848114
738,-58.26318359,-39.27370834
739,-58.47928619,-39.72037125
740,-58.69350433,-40.16934586
741,-58.90595245,-40.62054062
742,-59.11675262,-41.07388306
743,-59.2998848,-41.47227097
744,-59.50767517,-41.92950439
745,-59.71387863,-42.38878632
746,-59.89289474,-42.79238129
747,-60.12099457,-43.31370163
748,-60.34671402,-43.83774185
749,-60.52061844,-44.24719238
750,-60.71740341,-44.71718216
751,-60.91184616,-45.18943787
752,-61.10375977,-45.66400146
753,-61.29312515,-46.14086914
754,-61.45676041,-46.55998611
755,-61.64138412,-47.0410881
756,-61.82331085,-47.52445602
757,-62.00252914,-48.01007843
758,-62.15699005,-48.4368515
759,-62.35219955,-48.98813248
760,-62.52248383,-49.48055267
761,-62.66880798,-49.9132843
762,-62.83251953,-50.41003799
763,-62.99198532,-50.90921402
764,-63.14572144,-51.40940475
765,-63.27348709,-51.84216309
766,-63.41183472,-52.33110046
767,-63.5419426,-52.8139534
768,-63.66482162,-53.29245377
769,-63.79470444,-53.82435226
770,-63.90360641,-54.29245758
771,-64.01877594,-54.81249237
772,-64.12568665,-55.3263092
773,-64.21346283,-55.7791214
774,-64.30238342,-56.28134155
775,-64.3797226,-56.77719116
776,-64.43830109,-57.21295547
777,-64.48764038,-57.64465714
778,-64.52813721,-58.07263947
779,-64.56020355,-58.49736786
780,-64.58444214,-58.91817093
781,-64.60099792,-59.33517838
782,-64.60903168,-59.75011444
783,-64.60830688,-60.15890121
784,-64.59850311,-60.56109619
785,-64.57996368,-60.9566803
786,-64.55472565,-61.34355164
787,-64.5247345,-61.72107697
788,-64.48466492,-62.13816071
789,-64.44261169,-62.50201035
790,-64.39228058,-62.85984802
791,-64.33263397,-63.21220779
792,-64.25478363,-63.60236359
793,-64.17729187,-63.94599533
794,-64.10366058,-64.24604034
795,-64.01300812,-64.58827209
796,-63.9152832,-64.9278183
797,-63.80910492,-65.26267242
798,-63.69543457,-65.59414673
799,-63.57461548,-65.92253113
800,-63.46367264,-66.20753479
801,-63.33220291,-66.53115845
802,-63.17891693,-66.89328003
803,-63.03636551,-67.21471405
804,-62.8872261,-67.5333786
805,-62.73055267,-67.84832001
806,-62.56552887,-68.15830231
807,-62.39286423,-68.46286774
808,-62.21156693,-68.7616272
809,-62.02194595,-69.05245209
810,-61.82427979,-69.33540344
811,-61.61920547,-69.61074829
812,-61.40752792,-69.87905121
813,-61.21751404,-70.10845947
814,-60.96695328,-70.39586639
815,-60.73852158,-70.64395142
816,-60.53423691,-70.85503387
817,-60.29588699,-71.08938599
818,-60.0525589,-71.31624603
819,-59.80473328,-71.53592682
820,-59.55273438,-71.74848938
821,-59.29637146,-71.95304108
822,-59.06850052,-72.12583923
823,-58.80331802,-72.31658936
824,-58.53318024,-72.49996948
825,-58.29289246,-72.65439606
826,-58.01377106,-72.82327271
827,-57.72990417,-72.98323822
828,-57.44149017,-73.13388824
829,-57.14890289,-73.27521515
830,-56.88972092,-73.39122772
831,-56.51476288,-73.5449295
832,-56.24927902,-73.64452362
833,-55.94329453,-73.75016785
834,-55.63500977,-73.84725189
835,-55.28633499,-73.94590759
836,-54.97507858,-74.02416992
837,-54.66295624,-74.09383392
838,-54.35004425,-74.15505981
839,-54.03575516,-74.20769501
840,-53.72066879,-74.25139618
841,-53.4050827,-74.28590393
842,-53.08919525,-74.31095886
843,-52.77327728,-74.32609558
844,-52.41819382,-74.33097076
845,-52.06382751,-74.32305145
846,-51.74968719,-74.30564117
847,-51.43659973,-74.27872467
848,-51.12478256,-74.24262238
849,-50.81439972,-74.19758606
850,-50.50563431,-74.14375305
851,-50.1986618,-74.08126068
852,-49.85554886,-74.00080872
853,-49.55250168,-73.9203949
854,-49.25117111,-73.83181
855,-48.95152283,-73.73516846
856,-48.69086075,-73.64407349
857,-48.39483643,-73.53266144
858,-48.10091782,-73.41366577
859,-47.80926514,-73.28715515
860,-47.51998901,-73.15328979
861,-47.23315048,-73.01233673
862,-46.94879532,-72.86458588
863,-46.70201111,-72.72995758
864,-46.42228699,-72.57026672
865,-46.14506912,-72.40451813
866,-45.87041855,-72.23288727
867,-45.6322403,-72.07798004
868,-45.36248398,-71.89570618
869,-45.0954628,-71.70789337
870,-44.83114243,-71.51478577
871,-44.6019516,-71.34175873
872,-44.34242249,-71.13951874
873,-44.05380249,-70.90605927
874,-43.80054092,-70.69313049
875,-43.55067444,-70.47502136
876,-43.27404785,-70.22335815
877,-43.03265762,-69.9937973
878,-42.79607773,-69.75853729
879,-42.56454849,-69.51770782
880,-42.33849716,-69.27146149
