Output_File,AvgSlip,AvgLap
VLoutput0_00.csv,0.3261889717465097,40611.333333333336
VLoutput0_01.csv,0.4385624394117184,41226.7
VLoutput0_02.csv,0.21194904096184153,41941.28571428572
VLoutput0_03.csv,0.4733991900615685,40591.71428571428
VLoutput0_04.csv,,42124.75
VLoutput0_05.csv,0.5996959137329289,41843.5
VLoutput0_06.csv,0.3186081363214568,40782.666666666664
VLoutput0_07.csv,0.15197754859245874,40895.0
VLoutput0_08.csv,0.4042014388818049,41633.333333333336
VLoutput0_09.csv,0.2963037121584431,41985.125
VLoutput0_10.csv,0.31359623725080316,40010.5
VLoutput0_11.csv,0.3431885396296213,40448.42857142857
VLoutput0_12.csv,0.4444563201756681,40122.25
VLoutput0_13.csv,0.4938582724824168,41372.666666666664
VLoutput0_14.csv,0.5490618527028506,46287.142857142855
VLoutput0_15.csv,0.31157873794810936,41684.0
VLoutput0_16.csv,0.36490475021100327,39988.2
VLoutput0_17.csv,0.5027187298016171,41787.5
VLoutput0_18.csv,0.39861638693339996,40736.2
VLoutput0_19.csv,1.0203522628473989,43912.57142857143
VLoutput0_20.csv,0.4386616829654692,40070.42857142857
VLoutput0_21.csv,0.30122334450486726,41570.6
VLoutput0_22.csv,0.2509029459583459,47500.88888888889
VLoutput0_23.csv,0.5320667284293092,41481.5
VLoutput0_24.csv,0.3646444384210744,40830.27272727273
VLoutput0_25.csv,0.4850109337526461,41268.0
VLoutput0_26.csv,0.47900182410322717,42067.25
VLoutput0_27.csv,0.48800991194051446,40711.8
VLoutput0_28.csv,0.6635496789854073,42863.42857142857
VLoutput0_29.csv,0.543475617314962,41388.9
VLoutput0_30.csv,0.56347449561458,41825.6
VLoutput0_31.csv,0.6934455783244188,43853.166666666664
VLoutput0_32.csv,0.4945204806874219,41475.166666666664
VLoutput0_33.csv,0.35263487830442974,41096.0
VLoutput0_34.csv,0.319471444253457,41336.72727272727
VLoutput0_35.csv,0.26780919009945375,40078.444444444445
VLoutput0_36.csv,0.4136257871680627,40763.125
VLoutput0_37.csv,0.38962063703289396,40872.42857142857
VLoutput0_38.csv,0.3053408584248639,41008.22222222222
VLoutput0_39.csv,0.6063359811128367,46706.0
VLoutput0_40.csv,0.3725039086305299,40752.166666666664
VLoutput0_41.csv,0.9540955052608873,47815.5
VLoutput0_42.csv,0.3106034180900486,42327.25
VLoutput0_43.csv,0.6796011475073903,41441.8
VLoutput0_44.csv,0.7679899802819499,41023.0
VLoutput0_45.csv,0.4414313798186732,40747.333333333336
VLoutput0_46.csv,0.5073034461677554,41739.0
VLoutput0_48.csv,0.29750952716210793,42062.77777777778
VLoutput0_49.csv,0.5684644107606502,41662.63636363636
VLoutput1_01.csv,0.47615272352386095,41124.05263157895
VLoutput1_02.csv,0.39118552407053514,40792.0
VLoutput1_03.csv,0.4970775359759964,42669.357142857145
VLoutput1_04.csv,0.34544180617968867,40326.0
VLoutput1_05.csv,0.5636536409927875,41426.46153846154
VLoutput1_06.csv,1.3176599168972551,43156.42857142857
VLoutput1_07.csv,0.2633165392484082,41557.444444444445
VLoutput1_08.csv,0.19893160830765488,41436.86666666667
VLoutput1_09.csv,0.507367700263661,42473.89473684211
VLoutput1_10.csv,0.5859908746329259,41385.15789473684
VLoutput1_11.csv,0.490859090123084,43514.15789473684
VLoutput1_12.csv,,41352.07692307692
VLoutput1_13.csv,0.404126920673829,44456.09090909091
VLoutput1_14.csv,0.26070057825976195,40630.63636363636
VLoutput1_15.csv,0.3553954113226323,40456.88888888889
VLoutput1_16.csv,0.43977195010076836,40840.27777777778
VLoutput1_17.csv,0.3665531371099368,40544.07692307692
VLoutput1_18.csv,-0.2821801651986434,41263.4
VLoutput1_19.csv,0.15312095997762074,40773.77777777778
VLoutput1_20.csv,0.44792643945533517,43899.8
VLoutput1_21.csv,0.2638994228612003,40651.17647058824
VLoutput1_22.csv,0.39731821333933853,41608.8
VLoutput1_23.csv,0.31490725718347584,44544.53846153846
VLoutput1_24.csv,0.1707496931706258,41562.5
VLoutput1_25.csv,0.5004220967612134,43965.8125
VLoutput1_26.csv,0.4852090806431775,40192.46153846154
VLoutput1_27.csv,-0.05136216489955932,41891.76470588235
VLoutput1_28.csv,0.2901792845319906,40862.13636363636
VLoutput1_29.csv,0.3588949814312529,40447.0
VLoutput1_30.csv,0.5500896514174811,40636.0625
VLoutput1_31.csv,0.3379050553629815,40073.92307692308
