Output_File,AvgSlip,AvgLap
VLoutput0_00.csv,2.1242111081415276,40611.333333333336
VLoutput0_01.csv,2.627366636736974,41226.7
VLoutput0_02.csv,2.4990306013172288,41941.28571428572
VLoutput0_03.csv,2.4316228428855173,40591.71428571428
VLoutput0_05.csv,2.163234392457269,41843.5
VLoutput0_06.csv,4.066192619671659,40782.666666666664
VLoutput0_07.csv,2.5868664388036446,40895.0
VLoutput0_08.csv,2.3578629546309786,41633.333333333336
VLoutput0_09.csv,2.4881273087623694,41985.125
VLoutput0_10.csv,2.5890792557852365,40010.5
VLoutput0_11.csv,3.2583650651054765,40448.42857142857
VLoutput0_12.csv,4.582737650310472,40122.25
VLoutput0_13.csv,2.277082596627327,41372.666666666664
VLoutput0_14.csv,2.366871214532351,46287.142857142855
VLoutput0_15.csv,2.83999142809721,41684.0
VLoutput0_16.csv,3.275746480757121,39988.2
VLoutput0_17.csv,2.7257292284713572,41787.5
VLoutput0_18.csv,2.665308757484247,40736.2
VLoutput0_19.csv,2.1784667602030705,43912.57142857143
VLoutput0_20.csv,4.578962160440386,40070.42857142857
VLoutput0_21.csv,2.8844055421146173,41570.6
VLoutput0_22.csv,3.097869728254162,47500.88888888889
VLoutput0_23.csv,2.519831484088077,41481.5
VLoutput0_24.csv,2.8593053201517638,40830.27272727273
VLoutput0_25.csv,2.112052827812822,41268.0
VLoutput0_26.csv,2.2353717656415344,42067.25
VLoutput0_27.csv,1.9903720389471669,40711.8
VLoutput0_28.csv,2.155343042419765,42863.42857142857
VLoutput0_29.csv,2.0355090608742037,41388.9
VLoutput0_30.csv,2.804781294097759,41825.6
VLoutput0_31.csv,2.5896641842847976,43853.166666666664
VLoutput0_32.csv,2.161795053193235,41475.166666666664
VLoutput0_33.csv,2.246916727864387,41096.0
VLoutput0_34.csv,2.7630029545470522,41336.72727272727
VLoutput0_35.csv,4.17012070092228,40078.444444444445
VLoutput0_36.csv,1.9491898902913647,40763.125
VLoutput0_37.csv,2.4070485239235144,40872.42857142857
VLoutput0_38.csv,2.021171594658563,41008.22222222222
VLoutput0_39.csv,1.5340329239398287,46706.0
VLoutput0_40.csv,2.6728691798406503,40752.166666666664
VLoutput0_41.csv,2.02666923073717,47815.5
VLoutput0_42.csv,2.076657214537831,42327.25
VLoutput0_43.csv,1.3412265445545843,41441.8
VLoutput0_44.csv,3.4278045524305294,41023.0
VLoutput0_45.csv,2.21204806957744,40747.333333333336
VLoutput0_46.csv,2.263731544924587,41739.0
VLoutput0_48.csv,2.4390713864688056,42062.77777777778
VLoutput0_49.csv,1.8648196323377157,41662.63636363636
VLoutput1_01.csv,2.5530181119450726,41124.05263157895
VLoutput1_02.csv,3.5696919328299175,40792.0
VLoutput1_03.csv,1.989041022870631,42669.357142857145
VLoutput1_04.csv,2.156468424283002,40326.0
VLoutput1_05.csv,1.6154576610661524,41426.46153846154
VLoutput1_06.csv,2.473867530949243,43156.42857142857
VLoutput1_07.csv,2.76934799608229,41557.444444444445
VLoutput1_08.csv,2.674886164432653,41436.86666666667
VLoutput1_09.csv,2.0896926500654014,42473.89473684211
VLoutput1_10.csv,2.316111920373313,41385.15789473684
VLoutput1_11.csv,2.372916620631198,43514.15789473684
VLoutput1_13.csv,1.214791595425407,44456.09090909091
VLoutput1_14.csv,2.408870951885804,40630.63636363636
VLoutput1_15.csv,2.5917624795217247,40456.88888888889
VLoutput1_16.csv,2.0938148069024423,40840.27777777778
VLoutput1_17.csv,2.7363375061876996,40544.07692307692
VLoutput1_18.csv,1.7955422869443374,41263.4
VLoutput1_19.csv,2.353973758651125,40773.77777777778
VLoutput1_20.csv,2.031830320334641,43899.8
VLoutput1_21.csv,4.548186628256423,40651.17647058824
VLoutput1_22.csv,2.246894573721604,41608.8
VLoutput1_23.csv,2.4333133189267615,44544.53846153846
VLoutput1_24.csv,2.2253565775642277,41562.5
VLoutput1_25.csv,2.752971496213735,43965.8125
VLoutput1_26.csv,2.032252198827444,40192.46153846154
VLoutput1_27.csv,1.7328104244443117,41891.76470588235
VLoutput1_28.csv,2.17800372551157,40862.13636363636
VLoutput1_29.csv,2.145125947136724,40447.0
VLoutput1_30.csv,1.9623327762902845,40636.0625
VLoutput1_31.csv,4.848813950682317,40073.92307692308
