Output_File,AvgSlip,AvgLap
VLoutput0_00.csv,-0.7665457080965676,40611.333333333336
VLoutput0_01.csv,-0.3566763602577105,41226.7
VLoutput0_02.csv,-0.33193023262460264,41941.28571428572
VLoutput0_03.csv,-0.6824149923665351,40591.71428571428
VLoutput0_04.csv,0.14981819106134459,42124.75
VLoutput0_05.csv,-0.08654265945879969,41843.5
VLoutput0_06.csv,0.15460139117628455,40782.666666666664
VLoutput0_07.csv,-0.3191477705971447,40895.0
VLoutput0_08.csv,-0.4566184776522373,41633.333333333336
VLoutput0_09.csv,-0.34922381689264853,41985.125
VLoutput0_10.csv,-0.8494446754538205,40010.5
VLoutput0_11.csv,0.10790263127076137,40448.42857142857
VLoutput0_12.csv,0.049501259582596595,40122.25
VLoutput0_13.csv,0.1621890407392485,41372.666666666664
VLoutput0_14.csv,-0.1635508461667262,46287.142857142855
VLoutput0_15.csv,-0.7094391965285078,41684.0
VLoutput0_16.csv,-0.48220039318931235,39988.2
VLoutput0_17.csv,-0.09024940962461311,41787.5
VLoutput0_18.csv,0.06749899986058362,40736.2
VLoutput0_19.csv,0.13031485568332507,43912.57142857143
VLoutput0_20.csv,-0.9019601239162786,40070.42857142857
VLoutput0_21.csv,-0.18099283305301067,41570.6
VLoutput0_22.csv,0.17941902635455234,47500.88888888889
VLoutput0_23.csv,-0.9903179428710979,41481.5
VLoutput0_24.csv,-0.5443064771292524,40830.27272727273
VLoutput0_25.csv,-0.26038973608707133,41268.0
VLoutput0_26.csv,-0.07261216284903924,42067.25
VLoutput0_27.csv,-0.2558581702696515,40711.8
VLoutput0_28.csv,0.08702388234069196,42863.42857142857
VLoutput0_29.csv,-0.12916073257127397,41388.9
VLoutput0_30.csv,-0.45370034845006496,41825.6
VLoutput0_31.csv,-0.30173127251356785,43853.166666666664
VLoutput0_32.csv,-0.28194007494745066,41475.166666666664
VLoutput0_33.csv,-0.9047880175293189,41096.0
VLoutput0_34.csv,-0.4185052205974309,41336.72727272727
VLoutput0_35.csv,-0.5026542588628994,40078.444444444445
VLoutput0_36.csv,-0.48543259831499175,40763.125
VLoutput0_37.csv,0.021244416922917286,40872.42857142857
VLoutput0_38.csv,-0.6815323859537852,41008.22222222222
VLoutput0_39.csv,-0.16335825848818922,46706.0
VLoutput0_40.csv,-1.3217369437453403,40752.166666666664
VLoutput0_41.csv,-0.03751040256963019,47815.5
VLoutput0_42.csv,-0.4267006219248281,42327.25
VLoutput0_43.csv,-0.17740467417806605,41441.8
VLoutput0_44.csv,0.2644734035837894,41023.0
VLoutput0_45.csv,-0.46964643126702244,40747.333333333336
VLoutput0_46.csv,0.15791471406625635,41739.0
VLoutput0_48.csv,-0.2503633828874758,42062.77777777778
VLoutput0_49.csv,0.41582615330205164,41662.63636363636
VLoutput1_01.csv,-0.6728573404958127,41124.05263157895
VLoutput1_02.csv,-0.29280382389633025,40792.0
VLoutput1_03.csv,-0.14570400207608952,42669.357142857145
VLoutput1_04.csv,-0.22870788154586594,40326.0
VLoutput1_05.csv,-0.42131514080887816,41426.46153846154
VLoutput1_06.csv,-0.269472098123778,43156.42857142857
VLoutput1_07.csv,0.2789456873492121,41557.444444444445
VLoutput1_08.csv,-0.8223877700650474,41436.86666666667
VLoutput1_09.csv,-0.11538050100349072,42473.89473684211
VLoutput1_10.csv,-0.9434270481798874,41385.15789473684
VLoutput1_11.csv,0.08838748845581858,43514.15789473684
VLoutput1_12.csv,-0.20204237585606838,41352.07692307692
VLoutput1_13.csv,-0.03734549717935698,44456.09090909091
VLoutput1_14.csv,-0.42078785068671554,40630.63636363636
VLoutput1_15.csv,-0.4467980460774846,40456.88888888889
VLoutput1_16.csv,-0.9628661545824263,40840.27777777778
VLoutput1_17.csv,-0.9527469801874952,40544.07692307692
VLoutput1_18.csv,0.17124750802763267,41263.4
VLoutput1_19.csv,0.0033261705038731357,40773.77777777778
VLoutput1_20.csv,-0.004419371952873166,43899.8
VLoutput1_21.csv,-0.6810630325861037,40651.17647058824
VLoutput1_22.csv,-0.7270813560465557,41608.8
VLoutput1_23.csv,-0.30739866677933797,44544.53846153846
VLoutput1_24.csv,-0.08525534780175974,41562.5
VLoutput1_25.csv,-0.20521525298218798,43965.8125
VLoutput1_26.csv,-0.10841555858288128,40192.46153846154
VLoutput1_27.csv,0.028740560639223704,41891.76470588235
VLoutput1_28.csv,0.22330979450522856,40862.13636363636
VLoutput1_29.csv,-0.7417405804732858,40447.0
VLoutput1_30.csv,-0.6147547219077921,40636.0625
VLoutput1_31.csv,0.22285221544206085,40073.92307692308
